Gender,Age,Height,Weight,BMI
Female,31,68.65173,131.3886,정상
Female,29,68.37333,126.8527,정상
Female,26,66.48906,112.4772,저체중
Male,28,66.03608,126.3124,정상
Female,26,67.01056,118.5625,정상
Female,34,67.52148,141.824,정상
Male,31,68.94504,135.164,정상
Female,20,65.95216,138.0343,정상
Female,32,68.70893,111.9057,저체중
Male,32,64.0908,109.4352,정상
Female,18,66.00548,106.1651,저체중
Male,31,70.50014,138.7377,정상
Male,20,69.06617,138.8835,정상
Male,21,67.20849,131.6754,정상
Female,19,68.71365,133.501,정상
Female,35,70.4988,123.6003,저체중
Male,24,70.09293,120.5015,저체중
Female,25,67.10959,127.9008,정상
Female,28,67.94613,108.2182,저체중
Female,31,69.9019,132.8392,정상
Male,29,68.45258,112.1406,저체중
Female,33,69.5192,131.5346,정상
Female,23,65.52153,124.897,정상
Male,26,67.62906,115.9246,저체중
Male,32,69.24378,138.2668,정상
Male,23,68.39542,131.5288,정상
Female,26,64.77157,110.1024,저체중
Male,20,70.23436,137.102,정상
Male,18,65.18062,109.788,저체중
Male,32,66.20453,112.9286,저체중
Female,31,70.60819,148.2754,정상
Male,21,65.64079,119.3393,정상
Female,21,69.72804,141.9129,정상
Male,20,67.49767,139.6238,정상
Female,31,69.18779,119.7962,저체중
Male,19,66.83553,115.7201,저체중
Male,33,67.17618,121.334,정상
Male,24,68.75179,159.3608,정상
Male,19,66.51066,133.2151,정상
Female,29,67.34769,141.3034,정상
Male,27,71.80087,129.831,저체중
Female,34,67.69782,120.7103,정상
Male,28,69.0048,141.5982,정상
Female,22,69.06523,125.8677,정상
Male,22,65.88747,112.3178,저체중
Female,32,65.84895,118.9697,정상
Female,18,67.18311,112.7574,저체중
Female,19,63.79598,111.7201,정상
Female,19,67.47173,110.5494,저체중
Female,20,67.15867,103.8433,저체중
Female,35,70.38311,159.9758,정상
Female,29,66.68444,130.2472,정상
Female,24,66.66715,123.7624,정상
Female,32,66.82297,125.297,정상
Male,24,66.6039,122.711,정상
Female,25,70.88882,160.0364,정상
Female,31,70.28146,131.6777,정상
Female,25,68.61527,124.199,정상
Female,22,68.94252,122.5949,저체중
Female,21,70.00817,143.777,정상
Female,33,63.92219,106.1497,저체중
Male,30,68.18982,135.6658,정상
Female,28,66.93297,112.8116,저체중
Female,25,67.12819,118.7819,정상
Male,35,67.29436,119.1211,저체중
Female,25,70.49073,121.0715,저체중
Female,32,66.8532,113.7029,저체중
Female,27,68.51902,116.3811,저체중
Male,20,68.68968,128.0095,정상
Male,23,67.64082,116.0115,저체중
Male,24,68.69251,133.2729,정상
Female,27,67.6248,127.7888,정상
Female,22,68.8846,123.8782,저체중
Female,33,69.76061,139.5499,정상
Male,25,67.56118,126.6252,정상
Male,20,69.78513,141.3982,정상
Male,22,70.21612,151.0506,정상
Male,35,66.27644,126.0282,정상
Male,18,67.40846,148.4483,정상
Male,18,68.20932,129.2407,정상
Male,18,65.79974,132.286,정상
Male,19,64.49618,106.4894,저체중
Female,26,65.69093,125.0984,정상
Female,30,68.48055,130.2433,정상
Female,24,66.17897,123.5842,정상
Female,22,63.55273,101.2994,저체중
Male,20,67.68025,118.3701,저체중
Female,22,65.4426,109.8414,저체중
Female,34,67.53819,131.1827,정상
Male,29,67.20388,125.2316,정상
Female,20,65.10901,131.8946,정상
Male,34,67.71775,116.0773,저체중
Female,27,66.27965,98.28455,저체중
Female,26,71.03656,127.6602,저체중
Female,35,69.39922,134.0168,정상
Male,31,67.60067,123.7417,정상
Male,26,69.41439,125.4915,저체중
Male,30,67.06842,135.2419,정상
Female,32,68.06961,122.0361,정상
Male,18,63.88211,117.4632,정상
Male,26,65.9194,120.1212,정상
Female,29,70.23642,124.4872,저체중
Male,23,63.84676,116.313,정상
Female,33,68.9074,121.8405,저체중
Female,22,64.0135,126.9209,정상
Female,26,67.36541,111.5266,저체중
Male,18,69.06481,132.1843,정상
Female,27,67.06091,131.9966,정상
Female,20,68.71498,118.7562,저체중
Female,22,70.10334,138.9367,정상
Male,21,70.90589,132.6605,정상
Female,23,66.77943,117.0903,저체중
Male,31,69.55338,121.8668,저체중
Female,28,68.45538,128.6212,정상
Female,24,68.10538,130.0686,정상
Female,35,64.46289,109.0084,저체중
Female,27,67.78582,110.3563,저체중
Female,28,65.82491,126.3494,정상
Female,32,66.22711,130.879,정상
Female,31,65.4258,130.8643,정상
Female,35,69.33268,123.4765,저체중
Male,20,65.30644,111.1681,저체중
Female,25,70.66767,151.1334,정상
Male,20,67.86539,127.2278,정상
Female,20,65.68213,114.755,정상
Female,27,66.27532,131.1304,정상
Male,33,64.15129,117.3512,정상
Female,19,68.93691,126.7825,정상
Female,35,66.77623,130.4524,정상
Female,23,68.66098,110.209,저체중
Male,23,66.03851,120.0319,정상
Female,29,71.34562,131.9006,저체중
Male,35,66.26107,118.9925,정상
Male,23,70.96703,136.5441,정상
Female,24,65.92505,114.2363,저체중
Male,35,66.47783,119.0131,정상
Male,18,68.65041,144.86,정상
Female,20,68.22052,130.8069,정상
Male,24,69.53697,144.8661,정상
Female,23,71.31389,130.7968,저체중
Male,29,68.65623,138.8268,정상
Male,35,63.90685,130.0556,정상
Male,22,69.54723,124.231,저체중
Female,26,63.83536,119.8695,정상
Male,35,69.43228,110.2776,저체중
Female,24,68.8923,127.6997,정상
Female,34,65.97989,142.5486,정상
Female,22,73.25816,157.0989,정상
Male,27,65.69314,138.5876,정상
Female,27,69.95721,128.1607,저체중
Female,31,69.93565,130.3446,정상
Female,25,67.55601,119.1028,저체중
Male,19,67.47638,115.6698,저체중
Female,22,69.05674,128.3985,정상
Male,27,68.54497,136.1737,정상
Female,29,70.44462,116.6906,저체중
Male,18,67.11656,131.4909,정상
Female,34,67.60673,115.494,저체중
Female,28,67.76797,116.0487,저체중
Female,26,64.22799,116.596,정상
Male,19,67.64933,138.6958,정상
Male,18,66.94828,126.0413,정상
Male,27,68.83697,145.686,정상
Male,24,69.03861,128.7906,정상
Male,31,67.88536,142.1595,정상
Female,22,69.15298,138.9115,정상
Female,24,65.76655,122.0769,정상
Male,22,66.41848,119.0393,정상
Male,22,69.98636,136.7085,정상
Male,23,69.33663,124.8379,저체중
Female,31,68.14856,129.218,정상
Male,26,69.61056,124.5365,저체중
Male,29,70.24424,132.7187,정상
Male,24,64.66037,110.1455,정상
Female,34,67.14089,132.4193,정상
Male,29,66.55536,120.6308,정상
Female,31,67.02821,134.6226,정상
Male,29,66.61015,131.3866,정상
Male,35,67.87365,134.9717,정상
Male,27,68.48489,121.162,저체중
Female,31,71.46727,146.1977,정상
Male,23,67.52509,130.7501,정상
Female,30,69.14416,123.9601,저체중
Female,33,66.34347,105.9251,저체중
Male,19,68.8517,147.2738,정상
Male,32,66.59398,128.4305,정상
Male,34,68.79421,116.2545,저체중
Male,28,65.60404,128.8795,정상
Female,28,69.60759,124.4609,저체중
Female,28,71.79002,131.1114,저체중
Male,33,65.39644,133.017,정상
Female,23,68.186,123.0559,정상
Female,26,70.64194,128.8506,저체중
Male,30,69.27806,146.6325,정상
Female,35,65.41192,125.2607,정상
Female,27,69.74131,135.9477,정상
Male,28,69.68791,149.0918,정상
Female,32,67.61616,129.9896,정상
Female,35,65.33279,115.5896,정상
Female,29,68.09827,122.5938,정상
Female,23,67.78589,130.5478,정상
Female,35,66.37325,110.4683,저체중
Male,20,70.70383,147.9488,정상
Female,21,67.77536,135.435,정상
Male,35,70.16781,132.2276,정상
Male,18,65.08294,124.8522,정상
Female,32,68.09864,139.5397,정상
Male,19,69.72378,127.9841,정상
Female,24,66.10587,129.5105,정상
Male,29,68.81614,128.4016,정상
Male,24,66.34879,136.5927,정상
Female,35,68.85181,131.0471,정상
Male,26,67.88949,135.8495,정상
Male,25,67.3565,124.7415,정상
Male,18,67.87392,123.9916,정상
Male,27,67.82355,120.0348,저체중
Female,30,68.93013,119.6138,저체중
Male,19,66.72655,104.4695,저체중
Male,18,69.96413,141.4657,정상
Male,33,70.92472,133.859,정상
Female,33,68.15966,130.2032,정상
Female,26,65.71158,120.7602,정상
Male,18,66.88241,116.1838,저체중
Female,19,67.87445,129.3543,정상
Male,34,69.77941,140.2507,정상
Male,20,65.39579,114.7891,정상
Female,20,70.51058,117.7705,저체중
Female,33,66.56644,121.7629,정상
Male,34,68.74163,146.386,정상
Male,29,68.50865,142.5118,정상
Female,23,67.86683,136.538,정상
Female,33,65.68959,108.1989,저체중
Female,19,68.1756,126.6541,정상
Female,32,67.27204,128.769,정상
Female,32,65.3007,130.2829,정상
Female,32,68.37952,126.2574,정상
Male,28,70.39798,119.4655,저체중
Female,19,65.3603,112.0012,저체중
Female,19,68.8706,129.9499,정상
Female,30,66.21022,116.362,정상
Male,31,68.94788,142.8095,정상
Male,33,68.04951,123.9961,정상
Male,32,66.09906,118.4749,정상
Female,20,65.89673,138.4134,정상
Female,33,67.19993,111.4001,저체중
Male,34,69.40899,105.0894,저체중
Male,28,69.07487,129.1519,정상
Male,21,67.65384,120.3397,저체중
Male,21,68.48956,120.7475,저체중
Female,31,68.34723,124.124,정상
Female,30,69.67407,140.3264,정상
Male,35,65.19464,119.1674,정상
Male,20,69.81691,139.3101,정상
Male,31,64.26605,115.7719,정상
Female,20,68.77984,128.1583,정상
Female,29,64.94194,119.9868,정상
Male,18,69.40853,136.2726,정상
Male,18,66.60982,120.7165,정상
Male,20,68.74031,143.4148,정상
Male,24,72.8443,146.7131,정상
Female,28,65.56742,114.1088,정상
Male,27,67.30672,119.2437,정상
Male,30,67.87438,129.1951,정상
Male,26,67.37272,110.0987,저체중
Male,34,68.52976,132.8156,정상
Male,34,67.2006,120.7292,정상
Male,35,71.326,133.6295,저체중
Female,29,66.99797,113.5302,저체중
Male,28,70.15071,144.6167,정상
Male,20,67.56198,111.4511,저체중
Female,23,67.84632,131.1354,정상
Female,33,67.99597,124.7397,정상
Male,23,71.45949,136.4103,정상
Male,25,65.98938,133.9456,정상
Female,29,70.30094,148.0703,정상
Female,26,69.63548,118.8671,저체중
Female,19,68.12716,130.0225,정상
Male,27,67.19533,117.8517,저체중
Male,19,69.96297,131.029,정상
Female,23,70.75433,139.7372,정상
Female,23,64.90027,99.29265,저체중
Female,23,67.53863,122.6701,정상
Male,21,66.93918,112.5864,저체중
Female,29,66.74599,114.6931,저체중
Male,29,67.53267,124.3523,정상
Male,19,67.03579,113.4992,저체중
Female,35,66.19745,119.4549,정상
Female,19,66.16514,116.2537,정상
Male,27,70.4784,141.2563,정상
Female,29,66.71437,112.926,저체중
Male,20,67.52916,120.8297,정상
Female,29,70.87923,144.9908,정상
Female,25,70.87713,120.3404,저체중
Female,20,62.52373,101.0402,저체중
Female,23,67.78636,136.2587,정상
Male,20,67.1394,121.6793,정상
Female,25,67.39241,124.8535,정상
Female,29,65.87821,127.8471,정상
Male,24,66.55073,137.5442,정상
Male,23,65.77153,103.9089,저체중
Male,21,67.98557,141.2212,정상
Male,33,66.84341,115.4613,저체중
Male,29,69.21199,128.5016,정상
Male,30,66.35945,122.8733,정상
Male,34,69.23369,130.3051,정상
Male,31,68.82616,133.9048,정상
Male,30,69.36336,139.0361,정상
Male,33,70.20959,134.7929,정상
Male,32,68.15011,136.8965,정상
Female,24,68.06755,112.9757,저체중
Female,35,66.61783,113.0753,저체중
Female,23,66.84021,131.2762,정상
Female,33,70.60805,145.9398,정상
Female,19,70.98349,143.2473,정상
Female,23,68.09578,136.2662,정상
Male,23,68.63828,134.4078,정상
Female,20,69.50947,135.2759,정상
Female,27,67.27908,118.9625,저체중
Male,35,67.62248,106.5357,저체중
Female,35,65.98498,124.1788,정상
Male,22,70.60025,143.1552,정상
Female,35,65.18921,118.4354,정상
Male,28,66.32422,120.6698,정상
Female,34,67.62091,136.1237,정상
Male,27,69.19727,113.7928,저체중
Female,27,66.1129,124.6016,정상
Male,33,68.12418,133.7479,정상
Female,22,69.48945,143.7332,정상
Male,32,67.16699,122.6097,정상
Male,34,66.45846,127.9224,정상
Female,34,68.57463,119.9155,저체중
Female,27,70.02842,158.2521,정상
Male,34,65.46377,101.8393,저체중
Male,25,66.48352,125.5619,정상
Female,28,65.78847,112.7934,저체중
Male,26,69.14324,113.9947,저체중
Female,23,66.10192,120.5016,정상
Male,27,68.5156,110.4182,저체중
Male,32,64.2164,129.756,정상
Female,18,69.15358,129.065,정상
Male,30,66.83911,126.2087,정상
Male,29,64.05746,109.798,정상
Female,21,67.80361,134.8236,정상
Male,21,67.78006,146.6249,정상
Male,32,66.0792,121.5591,정상
Female,27,67.54866,119.1681,저체중
Male,25,67.18499,111.7433,저체중
Male,31,66.36282,123.4684,정상
Female,33,66.21209,120.9058,정상
Male,26,69.61635,123.0992,저체중
Female,32,66.83693,123.2452,정상
Male,35,71.80311,132.7094,저체중
Female,32,67.0625,126.7332,정상
Male,18,72.96339,135.2564,저체중
Female,27,70.34828,151.3674,정상
Male,33,70.09653,150.9294,정상
Male,24,69.20104,140.2394,정상
Female,18,70.35624,132.7655,정상
Female,34,69.78453,144.8798,정상
Male,28,71.39937,129.2934,저체중
Male,28,67.0059,116.8217,저체중
Male,35,66.79299,124.906,정상
Male,21,67.86676,125.3757,정상
Male,20,67.25419,103.8437,저체중
Female,29,68.56236,122.4352,저체중
Female,21,66.43275,136.132,정상
Male,27,68.91151,125.792,정상
Female,26,67.50477,126.8799,정상
Male,21,69.08511,145.0689,정상
Female,25,68.7803,148.623,정상
Male,20,66.66053,135.6636,정상
Female,28,68.66602,114.7145,저체중
Male,20,68.47595,114.8512,저체중
Male,22,67.53608,128.0852,정상
Female,18,66.23142,121.6196,정상
Female,26,69.17542,124.7148,저체중
Male,34,67.34508,120.9551,정상
Male,28,67.77776,117.0167,저체중
Female,28,66.91716,115.5379,저체중
Male,18,68.65138,130.497,정상
Male,28,66.97762,136.012,정상
Male,29,69.11727,140.2511,정상
Male,28,65.2278,132.8841,정상
Female,30,66.3529,126.9573,정상
Female,28,67.90441,122.0685,정상
Male,29,67.14182,107.8829,저체중
Female,22,69.26936,139.1728,정상
Female,35,67.55353,123.1504,정상
Male,20,69.1191,127.1047,정상
Male,30,66.5787,130.5048,정상
Female,33,68.34422,126.8956,정상
Male,20,70.87732,142.4991,정상
Male,18,66.25515,109.9755,저체중
Male,22,70.20374,142.2116,정상
Male,26,65.37244,119.6729,정상
Male,31,69.21393,139.5979,정상
Male,32,66.65743,125.0117,정상
Female,28,70.90598,144.8867,정상
Female,35,67.63273,116.9137,저체중
Male,29,67.44579,133.6929,정상
Male,29,69.61543,149.4255,정상
Male,32,70.72786,134.2975,정상
Male,31,67.81233,134.3642,정상
Male,35,68.88371,130.2664,정상
Female,21,67.59685,128.0565,정상
Male,26,66.18908,129.8912,정상
Female,27,67.0619,122.516,정상
Female,20,71.40566,142.8255,정상
Male,34,69.94381,144.2052,정상
Female,34,68.12088,129.3957,정상
Male,21,70.07833,132.5733,정상
Female,26,69.21921,138.4788,정상
Female,32,65.07625,120.4977,정상
Male,24,66.64317,86.982,저체중
Female,26,69.09678,136.2561,정상
Male,26,67.29797,128.014,정상
Female,24,70.07962,138.1994,정상
Female,27,68.17719,128.9954,정상
Male,24,70.62613,147.3147,정상
Female,35,72.75675,155.6063,정상
Male,23,65.50945,114.2107,정상
Female,29,69.80503,118.0632,저체중
Male,27,68.48037,122.2135,저체중
Female,27,69.39191,132.1548,정상
Male,28,69.89743,132.8384,정상
Male,28,71.03366,120.7296,저체중
Male,32,64.18042,105.3415,저체중
Male,27,67.25981,115.6019,저체중
Male,18,69.88668,133.1821,정상
Male,31,68.77416,143.2226,정상
Female,28,70.75119,132.8196,정상
Female,24,69.77175,140.4321,정상
Female,31,66.47653,135.1056,정상
Female,18,68.16365,127.6326,정상
Female,34,66.4353,134.5752,정상
Female,18,70.13482,122.9368,저체중
Male,27,71.70658,136.632,정상
Male,27,66.92527,123.4431,정상
Male,18,67.12563,123.5752,정상
Male,23,69.16564,125.887,정상
Female,33,68.8406,125.7733,정상
Male,30,70.75604,166.2812,정상
Female,35,71.42444,131.7763,저체중
Female,23,69.45553,134.4084,정상
Male,27,67.59746,131.5971,정상
Male,25,69.20977,129.3553,정상
Female,30,68.55325,132.7205,정상
Female,20,68.57877,120.9452,저체중
Male,22,66.26275,100.455,저체중
Female,28,65.96056,113.3895,저체중
Female,26,69.5447,134.9309,정상
Male,29,69.03723,121.8168,저체중
Male,35,70.25581,149.6514,정상
Male,35,65.24262,118.8877,정상
Female,23,66.61174,123.9036,정상
Male,30,65.44916,129.4155,정상
Male,31,68.46313,115.2733,저체중
Male,24,70.08288,130.4398,정상
Female,30,68.28223,134.7568,정상
Female,18,67.00556,125.5138,정상
Male,26,66.02293,109.5969,저체중
Male,35,69.16478,135.6481,정상
Female,31,67.21577,131.9731,정상
Female,34,69.00086,135.9877,정상
Male,21,70.75525,135.7754,정상
Female,19,69.25232,127.8223,정상
Male,34,67.57183,119.3432,저체중
Female,24,67.67452,132.6705,정상
Male,28,67.40515,124.2707,정상
Female,34,64.86031,100.9173,저체중
Male,29,69.39033,112.2069,저체중
Female,28,65.9698,129.9153,정상
Male,21,67.55171,123.0908,정상
Male,30,68.46426,116.498,저체중
Male,29,66.23821,104.1053,저체중
Male,29,70.6257,119.2626,저체중
Male,28,66.61423,116.9318,정상
Male,27,70.66932,148.9742,정상
Male,29,67.57132,119.5476,저체중
Female,32,69.45353,117.3488,저체중
Male,33,66.26159,125.5437,정상
Female,31,68.73293,124.2368,저체중
Female,28,68.82534,133.8431,정상
Male,20,70.13099,131.2805,정상
Male,24,71.82375,146.9215,정상
Male,24,65.90074,103.4218,저체중
Male,33,63.727,120.0775,정상
Female,28,66.99543,121.7611,정상
Female,35,67.3499,132.3056,정상
Female,20,67.16004,112.2736,저체중
Male,25,70.5283,128.9156,저체중
Male,29,68.45206,121.7201,저체중
Female,19,66.09346,105.8554,저체중
Female,31,64.7808,125.8367,정상
Female,28,68.29845,132.8929,정상
Female,20,66.31173,125.5959,정상
Male,32,64.36944,122.6652,정상
Male,22,69.23895,132.3741,정상
Male,35,70.56453,122.723,저체중
Female,31,63.44115,93.29146,저체중
Female,22,67.49847,113.1057,저체중
Female,22,69.85577,118.0316,저체중
Male,18,69.07982,130.5538,정상
Female,21,69.56211,137.4123,정상
Male,22,68.17484,142.9581,정상
Female,27,70.23972,137.4064,정상
Male,27,70.6554,143.3564,정상
Male,20,66.4574,122.5937,정상
Male,31,64.31855,119.3805,정상
Female,29,65.49751,110.3743,저체중
Female,33,69.47428,139.4867,정상
Male,23,67.88158,125.4501,정상
Female,28,69.53913,124.3466,저체중
Male,31,63.83987,92.65767,저체중
Female,23,69.07601,123.9516,저체중
Female,35,69.47709,126.9161,저체중
Female,25,67.08504,121.9957,정상
Female,21,70.95488,139.7854,정상
Male,26,68.64084,123.2444,저체중
Female,31,65.86462,113.0349,저체중
Female,21,67.72662,119.5902,저체중
Female,22,65.32212,102.5086,저체중
Male,28,69.00392,128.9232,정상
Male,35,69.63523,132.2697,정상
Male,30,66.71665,128.5803,정상
Male,25,69.5893,127.2246,저체중
Male,20,68.66987,120.1516,저체중
Female,24,67.85418,113.5575,저체중
Male,26,68.78852,120.1342,저체중
Male,30,68.2002,134.9707,정상
Male,24,63.0824,109.7702,정상
Male,33,67.2833,122.8477,정상
Male,33,71.21834,131.494,저체중
Female,27,71.01583,138.9013,정상
Female,27,69.88229,143.1039,정상
Male,26,67.19375,121.1828,정상
Male,19,68.76347,130.2964,정상
Male,32,66.83011,120.5375,정상
Female,25,70.56089,132.0461,정상
Male,33,69.67899,140.8938,정상
Female,33,66.96319,122.3291,정상
Female,25,68.67573,115.6268,저체중
Male,31,66.39372,121.1097,정상
Male,20,69.81996,125.3109,저체중
Male,33,68.00995,124.8272,정상
Female,31,66.95032,118.4744,정상
Male,24,70.96239,144.0736,정상
Female,18,66.27024,126.7344,정상
Male,34,68.21726,115.0624,저체중
Female,27,66.56206,112.4637,저체중
Female,30,69.03964,137.6269,정상
Female,33,68.68271,131.7407,정상
Female,31,68.91258,115.3276,저체중
Female,27,68.02805,123.1233,정상
Female,33,68.64452,111.4743,저체중
Female,25,67.98404,120.7929,저체중
Female,24,65.72168,123.0248,정상
Female,24,68.50899,125.2258,정상
Female,31,68.74484,118.5521,저체중
Male,19,65.70055,121.1912,정상
Male,26,68.13231,126.9522,정상
Female,24,69.1712,102.8732,저체중
Female,31,70.67886,122.3412,저체중
Female,19,68.837,118.7874,저체중
Male,34,69.60496,130.4536,정상
Male,32,67.41523,126.8208,정상
Female,25,71.4,154.97,정상
Male,34,69.57502,130.0883,정상
Male,20,69.04149,116.7796,저체중
Female,18,68.5837,143.8448,정상
Male,23,66.89024,126.5347,정상
Male,25,67.12473,111.1866,저체중
Male,31,67.83542,111.946,저체중
Female,29,70.46759,138.7422,정상
Male,34,67.7864,142.7435,정상
Female,23,69.58276,143.2414,정상
Male,31,67.16684,125.1273,정상
Male,27,67.13791,108.6479,저체중
Male,24,68.79915,132.8302,정상
Female,29,67.64203,127.7226,정상
Male,31,64.70508,111.3172,정상
Male,27,68.08348,133.8261,정상
Female,35,67.56671,124.2366,정상
Male,30,64.28754,102.4825,저체중
Male,29,64.85395,111.9585,정상
Female,26,73.24733,138.1346,저체중
Female,26,64.89302,114.3071,정상
Male,19,67.43272,133.0682,정상
Male,22,65.7765,118.0115,정상
Male,24,70.7064,145.9957,정상
Male,24,67.52445,125.9386,정상
Female,23,67.01528,116.8078,저체중
Female,28,68.16565,113.8239,저체중
Female,20,67.99779,149.3131,정상
Male,31,68.52996,110.5189,저체중
Female,22,67.53327,120.1058,정상
Female,26,67.30047,123.1704,정상
Female,29,67.63847,134.5804,정상
Male,35,68.52047,138.8459,정상
Female,21,68.03264,127.8527,정상
Female,25,67.28722,118.5444,저체중
Female,22,68.42927,127.9474,정상
Female,21,69.7329,125.5398,저체중
Male,29,69.72725,127.1998,저체중
Male,25,69.73079,152.3984,정상
Male,25,69.97947,137.3347,정상
Male,30,68.9122,119.5773,저체중
Female,25,66.70355,122.2617,정상
Female,30,68.64652,136.3536,정상
Female,28,67.56584,136.2134,정상
Female,35,67.35146,123.6386,정상
Male,31,66.98205,107.619,저체중
Female,18,65.44633,135.5837,정상
Female,31,68.81325,129.6697,정상
Female,26,67.16659,107.8736,저체중
Female,21,70.28813,150.9046,정상
Male,28,66.62449,139.4685,정상
Male,33,64.39542,115.1983,정상
Male,35,67.23695,112.4262,저체중
Female,30,69.67397,156.7309,정상
Male,28,68.43681,127.8894,정상
Female,21,68.00999,131.2092,정상
Male,31,70.8081,135.2499,정상
Male,22,70.50871,122.7718,저체중
Male,19,70.00808,117.6198,저체중
Male,28,66.06797,101.461,저체중
Female,18,67.87768,116.3499,저체중
Female,23,69.36261,126.9441,정상
Female,27,69.29301,139.7644,정상
Male,32,67.3539,133.1416,정상
Male,33,66.1525,110.9469,저체중
Male,28,67.47153,115.3734,저체중
Female,30,68.56556,121.8413,저체중
Male,33,72.40237,157.4235,정상
Female,18,67.28205,128.5724,정상
Female,25,65.7493,122.6496,정상
Female,23,65.90868,132.421,정상
Female,31,67.32651,133.7645,정상
Male,24,67.04617,112.1093,저체중
Female,25,67.21086,122.6801,정상
Female,19,66.49245,109.2367,저체중
Male,18,69.2678,122.5007,저체중
Male,31,70.07489,149.6391,정상
Female,19,69.74977,141.1522,정상
Male,30,66.75226,139.719,정상
Female,32,65.50834,114.5278,정상
Male,30,73.13491,127.8612,저체중
Male,19,65.37072,125.7601,정상
Female,31,72.07311,142.2552,정상
Male,23,67.65702,120.8003,정상
Female,22,71.13971,149.4626,정상
Male,26,69.56951,138.5706,정상
Female,35,68.47465,116.2406,저체중
Female,23,68.65104,135.3612,정상
Female,22,69.29567,146.4768,정상
Male,23,65.94966,131.8327,정상
Male,35,67.88775,137.3897,정상
Female,24,66.01091,107.5225,저체중
Female,31,64.69531,124.1449,정상
Male,31,68.76234,111.5343,저체중
Male,30,70.14278,129.6087,정상
Male,20,65.29027,126.534,정상
Female,24,67.02973,130.5432,정상
Female,29,72.18645,153.9204,정상
Male,24,68.32435,130.9603,정상
Female,23,65.37779,114.4,정상
Female,20,70.98789,126.8208,저체중
Female,21,69.32981,125.881,저체중
Male,22,68.08517,125.3363,정상
Male,25,67.72864,117.6713,저체중
Male,24,69.41996,126.183,저체중
Female,30,65.86211,112.0669,저체중
Female,18,69.96526,151.6467,정상
Male,21,67.91088,124.1618,정상
Female,30,68.78786,130.6754,정상
Male,33,65.74585,119.2501,정상
Male,34,72.368,132.7354,저체중
Male,35,68.18716,129.4416,정상
Male,32,69.84822,130.4897,정상
Male,25,68.77683,132.0897,정상
Male,23,69.84154,117.5002,저체중
Male,24,68.21258,108.6233,저체중
Male,26,66.95108,127.1378,정상
Male,33,66.85975,122.3951,정상
Male,20,66.15618,118.9815,정상
Male,18,67.45204,125.2554,정상
Female,35,67.60013,121.8996,정상
Male,25,66.75233,120.7738,정상
Female,21,60.8634,106.1939,정상
Female,35,66.19796,107.8874,저체중
Female,19,65.67776,122.0686,정상
Female,27,68.99828,117.3948,저체중
Male,31,68.02827,140.866,정상
Female,27,70.31743,149.3078,정상
Male,20,64.89375,125.5845,정상
Female,19,65.54201,131.28,정상
Male,22,68.67927,120.8432,저체중
Female,30,66.50307,123.0181,정상
Male,31,67.06639,143.1561,정상
Male,20,68.34809,122.9334,정상
Female,19,67.7237,118.4002,저체중
Female,20,71.2729,133.799,정상
Male,23,66.02325,115.9951,정상
Female,20,67.64412,117.6164,저체중
Female,23,70.5122,133.0952,정상
Male,30,65.81299,111.2517,저체중
Female,27,67.72994,134.9223,정상
Male,24,70.37065,142.7071,정상
Female,18,67.12868,128.8292,정상
Female,20,67.7056,126.9298,정상
Female,32,67.17205,115.2964,저체중
Female,22,68.10555,136.4014,정상
Male,30,70.02968,139.6796,정상
Male,29,67.74365,132.6488,정상
Female,32,64.0239,131.5816,정상
Female,26,65.72062,109.6616,저체중
Female,34,72.30502,138.1492,정상
Male,32,68.49538,132.5811,정상
Male,34,68.88875,126.3917,정상
Male,30,66.99923,133.9106,정상
Male,30,68.12136,137.1759,정상
Male,32,69.35409,135.8339,정상
Female,34,65.94423,130.5612,정상
Male,23,69.1535,134.0018,정상
Male,30,68.9858,133.0763,정상
Female,18,66.5432,109.9605,저체중
Male,35,67.00921,132.5041,정상
Female,29,71.09758,126.9142,저체중
Male,18,68.07213,124.4069,정상
Male,22,69.49666,146.5182,정상
Female,23,70.21782,140.9199,정상
Female,32,67.58857,133.1095,정상
Female,20,67.57075,138.0985,정상
Female,29,69.42517,137.6923,정상
Male,29,68.28537,136.6422,정상
Female,29,69.72848,149.467,정상
Female,35,69.92365,138.0429,정상
Female,27,68.79953,113.512,저체중
Male,28,69.09202,130.8401,정상
Male,33,68.82166,125.858,정상
Female,22,68.79217,113.7784,저체중
Female,18,68.20921,118.9215,저체중
Female,19,64.85301,114.4354,정상
Male,27,68.43265,123.9837,정상
Male,28,68.41712,135.6646,정상
Female,35,68.48985,97.85054,저체중
Male,18,67.77927,130.3916,정상
Female,32,66.72234,138.3614,정상
Male,32,66.17694,125.4018,정상
Male,30,68.07653,118.6076,저체중
Male,18,68.39248,109.8622,저체중
Male,34,66.36527,120.0788,정상
Female,29,62.87732,86.669,저체중
Male,19,68.7832,142.6252,정상
Male,31,70.32779,135.5365,정상
Female,21,65.23714,130.1058,정상
Male,31,70.09673,141.5957,정상
Male,35,72.58203,125.2756,저체중
Male,26,68.95451,131.6178,정상
Female,20,70.08286,129.0769,저체중
Male,35,66.60565,108.4805,저체중
Male,20,70.12381,139.1288,정상
Female,18,68.9783,145.3523,정상
Female,27,65.41373,125.9004,정상
Female,24,70.84046,126.4751,저체중
Male,18,65.25996,119.209,정상
Male,30,67.59199,123.0037,정상
